	22-022-Day-15	22-026-Day-15	22-029-Day-15	58-001-Day-15	58-006-Day-15	58-007-Day-15	58-008-Day-15	58-003	58-001-Pre	58-003-Pre	58-006-Pre	58-007-Pre	58-008-Pre	22-022-Pre	22-026-Pre	22-029-Pre
MAP7	1054.9996	1159.9996	681.9998	395.0004	983.9998	1037.999	1832.9996	1295.9996	494.9999	525.0006001	484.0005	953.0007	1316.00069	154	361.0003539	642.0004
MAP7D1	1086.6642	1285.15	998.259	475.9897	1682.60229	1925.0197	1004.99561	1597.2818	1034.97	533.114	348.8827	661.17707	885.91409	160.939	261.71016	587.9262
MAP7D2	6	328.99984	54.00002	71	45.0136	1.32587	440.4459	33	131	14.5854	0	27	45.8631	0	24.27564	42
MAP7D3	826.017	326.8588	310.1386	342.2273	1172.7918	332.0064	289.6274	489.124	677.5241	737.5593	827.7095	747.1078	244.47016	929.074	907.5127	296.7749
MAP9	617.145	657.29093	653.60614	195.192	910.01117	448.99644	226.3669	388.713	509.4431	1116.31854	750.14308	432.56904	1235.9999	114.786	459.19628	464.20561
MAPK1	315.5873	640.9713	286.4069	273.2366	582.303	644.033	361.9619	656.005	407.8173	552.22	422.983	477.6756	307.6641	580.82011	372.7267	230.437
MAPK10	70	45.00001	19.04311	105.55323	10	109.72182	115.02243	23	127.18	25.05336	89	86.56823	80.78936111	539.9997	178.9188414	36.66452
MAPK12	10.0694	0	6.2449	41.338	36.6389	3.68645	106.0957	66.7248	17.683	4.79593	13.9514	58.9733	1.05730048210027e-321	0	80.417	1.64E-205
MAPK13	480.0037	1243.529	697.54917	193.1537	603.259	471.509	1601.393	243.07492	301.604	141.6726	271.1222	170.9649	665.4422	91.6911	132.6276	535.0675
MAPK14	807.17534	1305.9353	1291.64823	526.3913	1036.2146	931.98517	610.8438	245.9633	596.347	451.62813	545.584	598.49141	369.22037	486	446.55624	903.8601
MAPK15	77.1988	179.9998	46.8068	24.3786	101.988064	58.7682	89.4962	239.9952	40.47216	50.8782	36.95362	14.91545	1	0	31.6704	25.2664
MAPK1IP1L	1912.779	3274.332	1294.9432	886.404	878.307	1314.127	1253.728	1289.951	787.917	1816.427	861.235	1029.55	1121.65	656.179	908.408	739.753
MAPK3	305.2782	502.3315	206.18146	237.70348	503.67197	450.1178	312.675815	463.0611	285.9168	319.8902	372.78609	289.386129	191.06125	793.0002	239.7172	191.5705
MAPK4	5	0	4.69476	0	0	0	188.61475	0	0	0	0	2	0	0	2	7
MAPK6	1202.69	954.821	913.903	601.435	861.662	815.718	514.371	306.639	1035.15	1189.86	1119.31	1075.51	1038.37	494.564	1051.47	605.7
MAPK7	150.6878	245.5287	65.1997	87.1818	175.2537	211.7802	144.78943	135.633	39.3654	42.3016	147.959	49.570493	109.9794	141.00271	66.30869	59.72486
MAPK8	208.40247	154.9933	251.419	179.908902	145.9783	199.6905	412.383171	227.1040014	222.2717	394.9457	178.38871	178.0723	570.778	227.4509	316.69113	197.49255
MAPK8IP1	59.7139	135.035	145.4	84	241	160.66	516.575	446.482	44.713	147.576	78	62.871	336.009	43.8189	64.6257	105.589
MAPK8IP2	11.2366	75.8495	18.3518	20.1749	18.1485	0	112.62	81.0491	47	0	15.5523	0	27.8831	0	2.76148	18.1816
MAPK8IP3	450.12507	435.214	353.3368	451.316	467.5348	590.6578	802.02	1384.7768	123.0042	540.255	39.47885	268.4361	361.6471	350.5397	303.4827	424.0657
MAPK9	289.664	182.9695	343.8629	168.42649	536.47925	254.90771	194.20119	158.4669	222.5879	178.826932	226.7707	91.03531	304.29883	253.4975	107.2978	292.90448
MAPKAP1	917.3288	1337.4213	731.03254	584.531	781.97997	1060.41205	871.6848	1428.6048	894.09883	1269.50756	390.31981	968.764903	774.2376	1053.70891	827.8327	629.26358
MAPKAPK2	667	1595.696	1017.876	760.3211	1402.772	1276.569	1749.001	971.834	939	843.73	572.538	519.114	772.9995	343	633.482	643.3668
MAPKAPK3	274.0002	306.0001	302.99965	159.99957	296.9999	416	420.3616	263.99979	134.99995	190.99998	184.9999	213.73501	81.9999	366.0004	85.00004	225.56775
MAPKAPK5	790.1356	880.7216	1313.2818	558.6781	579.261	671.482	1135.99157	1588.464	599.649	729.342	448.4905	616.892	672.0739	787.7885	934.88415	1232.9129
MAPKBP1	159.1481	114.696424	277.9843	291.9801	148.1894	358.6068	417.1677	236.4481	34.17057	131.843632	44.28816	60.90625	185.0709	5.20098	161.4805	165.041326
MAPRE1	1393	2085	1534	1153	1492.89	1637.84	2102	1308.99	2073	2611	1784.9	1904	2164	2316	1392	1180.97
MAPRE2	510.3524	262.26583	293.41561	519.6227	226.0381	609.0399	241.7929	160.96699	297.6046	309.7522	273.625267	644.94759	203.13477	529.2972	441.8966	240.2785
MAPRE3	129.8835347	258.0003	163.9889	246.0005	61.03288	84.74226	178.03907	50.5521	64.2324	13	51	50.42649	72.63376	34	17	127.6353
MAPT	168.99995	0	41.12329	25.00002	45.00005	70.000041	9	30	44.87318	36.51094	14	28.08289	61	0	37	38.35944
1-Mar	140.073	190.94127	185.6756	140.1731	311.2177	186.50883	631.4358	249.25198	245.7317	321.62462	60.4292	178.59184	110.879	113.969	95.7874	153.8017
2-Mar	37	0	18	129	178.7186	84.6354	175.0001	40.827	79.99243	76.16718	114.5606	57.13347	45.9308	207.442	96.2913	16.39205
1-Mar	171.9956	93.1371	24.611	62.7949	0	42.52465	21.3475	0	740.4496	80.9268	137.3096	668.431	1.87744945419674e-322	32.8126	143.8048	33.7969
10-Mar	0	0	6	3.24301	0	16	0	32	18	0	0	0	0	0	0	3
11-Mar	0	0	0	0	0	8	0	27	0	0	0	0	0	0	0	2
2-Mar	73.00004	86.9467	125.86083	69.155	265.7133	383.7332	158.58038	295.862	112.7813	158.0358	49.07205	176.55205	28.6278	1.03932	102.5435	73.67439
3-Mar	53.9295	3.43556	5.6199	20.876366	32.92879	27.80053	41.1792	65.4618	8.08344	16.68204	54.58545	32.88334	10.4967	141.0762	48.9151	14.46516
4-Mar	0	0	6	0	0	3	1	0	1	1	0	9	1	19.0019	4	1.00961
5-Mar	237.811	446.638	505.361	184.682	435.29	332.499	496.617	313.656	139.274	240.605	233.641	170.638	278.129	17.0659	221.094	325.179
6-Mar	1956.342	3038.44	1687.07	999.608	841.67296	1781.086	1930.509	1871.535	2329.1806	2461.37	1184.3566	1318.134	5261.0128	925.527	1518.012001	1628.203
7-Mar	1792.408	1664.786	1567.0793	1181.2407	1169.978	1443.87506	1190.3338	944.8308	1724.7607	1570.043	1587.568	2540.71858	2240.1009	1779.807	2407.812	1543.94072
8-Mar	124.48142	362.986	532.3552	316.6004	431.6001	365.0518	436.5287	594.9781	173.2514	271.8725	572.9917	318.2466	417.1971	53.2321	326.3544	336.0535
9-Mar	165.0907	132.0045	137.3791	80.6828	247.7068	141.0252	153.6997	202.0597	26.398	54.9616	142.4423	31.6811	82.0115	21	63	78.8955
MARCKS	4788	2881	3772	5430	3307	6884	1978	1909	5006	1924	3374	4095	1166	2173	3069	2112
MARCKSL1	2825	4662	1265	1322	1146	1432	4241	1101	1529	1461	831	796	2646	483	376	618
MARCO	547	44	867	57	48	101	137	142	161	26	498.0001	4245.9952	74	6052	833	436
MARCOL	0	0	0	0	0	0	24	34	0	2	0	0	44	0	0	3.90145
MARF1	939.2609	1272.6356	1237.9866	768.379305	1076.59728	1552.668	909.1679	422.2644	1596.2402	1417.02372	227.4806	990.8557	722.5356	645.9538	1199.2556	618.9932
MARK1	32.99995	330.0002	84.076	75.99998	256.0883	128.965	153.6544	20.69315	71.61745	46.99998	47	96.99998	53.0974	53	111	122.64088
MARK2	971.0004741	2564.99972	637.4016482	653.33246	1451.455703	869.44475	1034.00129	1172.00023	752.0003202	748.32649	564.10736	427.0005	567.15513	844.00004	360.19881	325.80719
MARK3	717.4487	961.3734	539.681042	458.6825	496.0085	661.52874	1029.1704	637.729	483.7866	659.33254	855.86023	591.30487	678.8733	35.0061903	549.8117	563.1461
MARK4	257.404	62.12976	152.2826	251.4389	156.4921	348.24954	207.3756	99.0093	246.40453	113.5509	184.92984	109.7826	117.9475	174.858	32.53735837	62.35143
MARS	66.1599	181.3623	190.027	276.5379	131.737	231.5227	464.8113	141.57449	116.49579	321.2707	84.37373	305.18241	446.12	8.60506	168.7443	192.20929
MARS2	217	54	35	44	48	91	91	95	96	146	201	45	128	0	5	82
MARVELD1	539.742	122.143	727.181	887.471	982.885	1570.89	176.882	968.227	788.561	245.082	398.003	180.702	42.4253	380.815	223.134	367.195
MARVELD2	408.39948	705.6329017	275.01731	109.1955	665.7092	297.4623439	390.09962	486.48036	171.34123	266.9998	322.8449	166.31786	404.15398	276.2877	154.3504	316.30818
MARVELD3	50.87088	212.83834	120.1378	49.67896	348.56528	110.61417	380.4475	106.0975	55.61084	32.25951	118.8493	63.57688	103.2937	80.76979	81.44261	64.95183
MAS1	33.5446	31.76	61.1047	53.1365	38.1671	45.4228	91.819	176.483	27.6109	60.5152	10.3941	63.8078	48.3918	33.3783	99.969	125.731
MAS1L	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
MASP1	0	0	10.4059	2.36436	0	10.9216	19.618	7	4.15015142506647e-322	0	0	0	0	0	0	0
MASP2	31	13	82	25	13	24	102	59	60	73	5	33	42	0	36	48
MAST1	77.234	87.3179	26.24125	4.28354914944361e-321	30.2384	29.85501317	84.5389	29.6762	0	27.45618	0	0	0	0	15	3.562833
MAST2	653.6098	774.8971	506.3896	699.1116	1178.3109	591.6322	648.1477	1693.1199	388.683	576.0153	233.2612	284.0352	392.103	149.688	346.7843	470.2248
MAST4	614.4972	861.0428156	790.77433	790.5579	3402.09581	1382.8891	1160.48466	335.485	544.88882	212.70718	806.39239	719.80568	2289.752	1469.7724	591.71955	598.104867
MASTL	232	920.345	123.4716	59.4721	107.0079	324.87	242.17	352	265.0478	849.408	155.4616	187.6111	369.0046	0	315.96	111
MAT1A	0	42	60.1681	17.99998	79.92737	35.593	48.9989	20	48.6109	97	36	22.13936	0	0	10	34.6577
MAT2A	1829.743	1914.442	1591.539	1021.042	1803.856	1434.306	1224.003	2297.105	976.415	1396.928	1672.608	1604.447	1664.49	370.503	1170.167	1320.187
MAT2B	208.37903	590.5257	159.7032	141.096	356.4779	314.6701	231.0043	240.918	62.0863	142.9993	341.654	708.2054	234.2738	599.7169	431.6373	50.6383
MATK	0	67.0001	71	10.99548	0	260.00006	37.00003	0	23.2074	9	39.000048	19.99995	11	69	12	19
MATN1	11	1.08657	3	18	13	7	0	67	10.5777	11.0065	11	2	58.1916	115	11	10
MATN2	823.60362	574.94665	422.3526	120.41171	172.1892	279.8891	10960.89942	447.8817	185.63999	179.21547	387.49028	365.32804	1635.6223	596.4497	172.803927	250.35658
MATN3	13	0	147.86722	27	20	215.0829	15.01118	0	42	20	0	20.0015	0	0	27	140.9742
MATN4	0	0	3	0	10	0	21.40843	0	0	0	0	0	0	0	0	0
MATR3	7360.00528	8939.892773	6205.46279	3382.1206	7294.84056	5888.22335	5732.05723	4524.6879	6593.2596	11003.31543	9666.4181	7948.06321	10202.36125	4165.868201	6112.90497	5634.97946
